"MES_CODICE","MES_MITTENTE","MES_DS_CODICE","MES_BINARIO","MES_RICEZIONE","MES_LOTTO","MES_RECORDS","MES_ELABORAZIONE","MES_RISPOSTA","MES_IDENTIFICATIVO","MES_ANTEPRIMA","MES_NOME_FLUSSO","MES_TRANSAZIONE","MES_MES_CODICE","MES_CLIENT","MES_SERVER","MES_DUPLICATO","MES_DESTINATARIO","MES_TIPOLOGIA","MES_ERRORE"
8.646.476,1,23,,2017-08-28 10:00:15,,,2017-08-28 10:00:16,,,0,,8.678.988,,"192.168.40.11","192.168.40.28",,1,IN,
8.646.594,1,23,,2017-08-28 10:16:12,,,2017-08-28 10:16:13,,fd645a5b-d92f-415e-a7da-e8e2a6706679,0,,8.679.131,8.646.593,"192.168.40.151","192.168.40.28",,1,IN,
8.646.678,1,27,,2017-08-28 10:26:14,,,2017-08-28 10:26:15,,"0db23a1e-5c3b-4a39-89a8-ebb48794d4f7",0,,8.679.226,8.646.676,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.646.718,5,13,,2017-08-28 10:30:27,,,2017-08-28 10:30:27,,,0,,8.679.273,,"192.168.40.150","192.168.40.28",,1,IN,
8.646.807,1,23,,2017-08-28 10:40:47,,,2017-08-28 10:40:47,,"76ddc1a4-fe43-4fd1-a0ed-062c0974ce78",0,,8.679.380,8.646.806,"192.168.40.151","192.168.40.28",,1,IN,
8.646.815,5,13,,2017-08-28 10:40:58,,,2017-08-28 10:40:59,,,0,,8.679.390,,"192.168.40.150","192.168.40.28",,1,IN,
8.646.918,13,17,,2017-08-28 10:52:26,,,2017-08-28 10:52:41,,SIR1503910377425,0,,8.679.510,,"192.168.0.101",srv-pa-cdr-13,,1,IN,
8.647.004,6,10,,2017-08-28 10:57:42,,,2017-08-28 10:57:42,,,0,,8.679.604,,"192.168.40.11","192.168.40.28",,1,IN,
8.647.014,6,21,,2017-08-28 10:58:00,,,2017-08-28 10:58:01,,PPA194477,0,,8.679.615,,"192.168.40.10","192.168.40.28",,1,IN,
8.647.042,5,13,,2017-08-28 10:59:35,,,2017-08-28 10:59:36,,,0,,8.679.648,,"192.168.40.150","192.168.40.28",,1,IN,
8.647.221,6,15,,2017-08-28 11:15:13,,,2017-08-28 11:15:13,,"66251152-09ee-4e69-82cd-91139859ae57",0,,8.679.850,8.647.220,"192.168.40.11","192.168.40.28",,1,IN,
8.647.227,1,10,,2017-08-28 11:15:43,,,2017-08-28 11:15:43,,,0,,8.679.856,8.647.225,"192.168.40.11","192.168.40.28",8.400.075,1,IN,
8.647.363,1,10,,2017-08-28 11:29:21,,,2017-08-28 11:29:21,,,0,,8.680.008,8.647.359,SPQR086,SPQR086,,1,IN,
8.647.436,23,45,,2017-08-28 11:35:42,,,2017-08-28 11:35:42,,LER|7be2fe16-9aa7-4f27-8b27-f053b3cd2749,0,,8.680.093,,"192.168.40.30","192.168.40.28",,1,IN,
8.647.523,6,21,,2017-08-28 11:44:20,,,2017-08-28 11:44:20,,PPA194490,0,,8.680.191,,"192.168.40.10","192.168.40.28",,1,IN,
8.647.896,11,10,,2017-08-28 12:21:13,,,2017-08-28 12:21:14,,RML-INTE-00000076458B,0,,8.680.611,,"192.168.2.131","192.168.40.28",,1,IN,
8.648.030,1,26,,2017-08-28 12:35:31,,,2017-08-28 12:35:31,,"4163fe02-0cad-4046-84eb-ca77d53c7dcb",0,,8.680.755,8.648.029,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.648.074,1,10,,2017-08-28 12:40:30,,,2017-08-28 12:40:30,,,0,,8.680.808,8.648.073,SPQR086,SPQR086,,1,IN,
8.648.129,23,45,,2017-08-28 12:48:05,,,2017-08-28 12:48:06,,FRA|6f797039-759e-42f1-bec5-8f1c08c33309,0,,8.680.872,,"192.168.40.29","192.168.40.28",,1,IN,
8.648.153,23,46,,2017-08-28 12:49:03,,,2017-08-28 12:49:03,,FRA|ff4eba35-95ec-4281-89e1-2c47886ef6ca,0,,8.680.897,,"192.168.40.29","192.168.40.28",,1,IN,
8.648.186,11,21,,2017-08-28 12:51:44,,,2017-08-28 12:51:44,,RML-R30P-00000076474C,0,,8.680.936,,"192.168.2.131","192.168.40.28",,1,IN,
8.648.284,1,27,,2017-08-28 12:58:13,,,2017-08-28 12:58:13,,"65283617-a854-47f4-9951-8f0cc8c104a9",0,,8.681.050,8.648.282,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.648.414,2,15,,2017-08-28 13:15:57,,,2017-08-28 13:15:57,,"539d3288-036d-4fff-b90f-a19d9fe4899f",0,,8.681.201,8.648.413,"192.168.40.10","192.168.40.28",,1,IN,
8.648.476,1,22,,2017-08-28 13:22:39,,,2017-08-28 13:22:39,,,0,,8.681.270,,"192.168.40.11","192.168.40.28",,1,IN,
8.648.589,11,10,,2017-08-28 13:49:42,,,2017-08-28 13:49:42,,RML-R30P-00000076493B,0,,8.681.396,,"192.168.2.131","192.168.40.28",,1,IN,
8.648.640,1,23,,2017-08-28 13:55:34,,,2017-08-28 13:55:35,,"46c42eb4-f54d-4aa1-9e20-e598cad841e6",0,,8.681.456,8.648.639,"192.168.40.151","192.168.40.28",,1,IN,
8.648.693,1,10,,2017-08-28 13:59:17,,,2017-08-28 13:59:17,,,0,,8.681.519,8.648.692,SPQR086,SPQR086,,1,IN,
8.648.723,1,10,,2017-08-28 14:01:14,,,2017-08-28 14:01:14,,,0,,8.681.550,8.648.721,"192.168.40.150","192.168.40.28",,1,IN,
8.648.759,2,21,,2017-08-28 14:03:29,,,2017-08-28 14:03:46,,"106076",0,,8.681.589,,"192.168.40.10","192.168.40.28",,1,IN,
8.648.878,1,27,,2017-08-28 14:17:36,,,2017-08-28 14:17:36,,f658ff19-1e26-4294-ae64-511e40845c3c,0,,8.681.727,8.648.876,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.648.960,5,15,,2017-08-28 14:30:38,,,2017-08-28 14:30:39,,,0,,8.681.818,,"192.168.40.150","192.168.40.28",,1,IN,
8.649.161,1,27,,2017-08-28 15:02:06,,,2017-08-28 15:02:07,,d8b5d140-b0ec-4c84-863d-120ead4d3903,0,,8.682.042,8.649.159,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.649.197,11,21,,2017-08-28 15:07:58,,,2017-08-28 15:07:58,,RML-R30P-00000076534C,0,,8.682.085,,"192.168.2.131","192.168.40.28",,1,IN,
8.649.245,6,15,,2017-08-28 15:15:49,,,2017-08-28 15:15:49,,"738076fc-be35-4bd4-9395-1d167d4a8ca1",0,,8.682.138,8.649.244,"192.168.40.10","192.168.40.28",,1,IN,
8.649.342,23,46,,2017-08-28 15:28:58,,,2017-08-28 15:28:58,,MANARI|ea02a177-863b-4d31-90eb-f346a80028df,0,,8.682.246,,"192.168.40.30","192.168.40.28",,1,IN,
8.649.392,1,10,,2017-08-28 15:32:49,,,2017-08-28 15:32:49,,,0,,8.682.301,8.649.390,"192.168.40.150","192.168.40.28",,1,IN,
8.649.477,1,26,,2017-08-28 15:43:35,,,2017-08-28 15:43:35,,"5e014c28-1f86-4935-8eac-be4666341bff",0,,8.682.399,8.649.476,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.649.974,5,15,,2017-08-28 16:25:50,,,2017-08-28 16:25:51,,,0,,8.682.950,,"192.168.40.150","192.168.40.28",,1,IN,
8.650.059,23,46,,2017-08-28 16:31:56,,,2017-08-28 16:31:56,,MANARI|3c5e27ab-1e66-4e97-ba71-b57e2ece9432,0,,8.683.043,,"192.168.40.30","192.168.40.28",,1,IN,
8.650.123,1,23,,2017-08-28 16:36:04,,,2017-08-28 16:36:05,,d8071735-f9b6-4798-a036-dc816877211a,0,,8.683.116,8.650.122,"192.168.40.151","192.168.40.28",,1,IN,
8.650.200,5,13,,2017-08-28 16:44:29,,,2017-08-28 16:44:29,,,0,,8.683.202,,"192.168.40.150","192.168.40.28",,1,IN,
8.650.279,1,23,,2017-08-28 16:58:22,,,2017-08-28 16:58:22,,"081ba73a-3062-4fdc-9f50-246f59fbd2fa",0,,8.683.282,8.650.278,"192.168.40.150","192.168.40.28",,1,IN,
8.650.307,1,10,,2017-08-28 17:01:22,,,2017-08-28 17:01:23,,,0,,8.683.309,8.650.306,SPQR086,SPQR086,,1,IN,
8.650.449,6,15,,2017-08-28 17:08:26,,,2017-08-28 17:08:26,,"1a2b06bd-2e6d-4d82-9d56-9ff15810bc45",0,,8.683.470,8.650.448,"192.168.40.11","192.168.40.28",,1,IN,
8.650.528,5,13,,2017-08-28 17:12:58,,,2017-08-28 17:12:58,,,0,,8.683.555,,"192.168.40.150","192.168.40.28",,1,IN,
8.650.669,1,67,,2017-08-28 17:31:30,,,2017-08-28 17:31:31,,a20df827-e7a7-43bf-8266-e2eedb13f909,0,,8.683.710,8.650.668,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.650.697,6,9,,2017-08-28 17:35:25,,,2017-08-28 17:35:25,,,0,,8.683.740,,"192.168.40.11","192.168.40.28",,1,IN,
8.650.776,5,15,,2017-08-28 17:49:11,,,2017-08-28 17:49:12,,,0,,8.683.827,,"192.168.40.151","192.168.40.28",,1,IN,
8.650.811,5,13,,2017-08-28 17:55:36,,,2017-08-28 17:55:36,,,0,,8.683.868,,"192.168.40.150","192.168.40.28",,1,IN,
8.650.833,5,13,,2017-08-28 18:05:47,,,2017-08-28 18:05:47,,,0,,8.683.895,,"192.168.40.150","192.168.40.28",,1,IN,
8.651.047,1,27,,2017-08-28 18:56:23,,,2017-08-28 18:56:24,,cface78e-a6c8-47d8-9136-f4418f47b399,0,,8.684.136,8.651.045,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.651.065,6,9,,2017-08-28 19:00:16,,,2017-08-28 19:00:16,,,0,,8.684.154,,"192.168.40.11","192.168.40.28",,1,IN,
8.651.073,6,9,,2017-08-28 19:00:19,,,2017-08-28 19:00:19,,,0,,8.684.162,,"192.168.40.11","192.168.40.28",,1,IN,
8.651.260,1,26,,2017-08-28 19:43:30,,,2017-08-28 19:43:30,,ea462b27-9b14-4195-900a-2ba53fd073cc,0,,8.684.367,8.651.259,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.651.263,5,13,,2017-08-28 19:44:37,,,2017-08-28 19:44:37,,,0,,8.684.370,,"192.168.40.150","192.168.40.28",,1,IN,
8.651.301,5,15,,2017-08-28 19:53:58,,,2017-08-28 19:53:59,,,0,,8.684.416,,"192.168.40.150","192.168.40.28",,1,IN,
8.651.327,11,15,,2017-08-28 19:56:17,,,2017-08-28 19:56:17,,e520eba7-eda0-46b4-a673-094fd7d9989f,0,,8.684.444,8.651.326,"192.168.2.131","192.168.40.28",,1,IN,
8.651.349,1,23,,2017-08-28 20:00:04,,,2017-08-28 20:00:06,,"4e81af1d-57ce-4e16-bf2a-b4d1639481cf",0,,8.684.467,8.651.348,"192.168.40.150","192.168.40.28",,1,IN,
8.651.399,6,9,,2017-08-28 20:00:26,,,2017-08-28 20:00:26,,,0,,8.684.517,,"192.168.40.11","192.168.40.28",,1,IN,
8.651.704,5,18,,2017-08-28 21:55:00,,,2017-08-28 21:55:04,,"5d171bb4-3911-4c70-9d95-d82136abb1f3",0,,8.684.864,,"192.168.40.150","192.168.40.28",,1,IN,
8.651.759,5,13,,2017-08-28 22:42:46,,,2017-08-28 22:42:46,,,0,,8.684.927,,"192.168.40.150","192.168.40.28",,1,IN,
8.651.875,6,9,,2017-08-28 23:21:48,,,2017-08-28 23:21:49,,,0,,8.685.059,,"192.168.40.10","192.168.40.28",,1,IN,
8.652.002,5,18,,2017-08-29 01:55:27,,,2017-08-29 01:55:30,,b866c999-2562-4025-a0cf-1faa1819805a,0,,8.685.192,,"192.168.40.150","192.168.40.28",,1,IN,
8.652.181,5,18,,2017-08-29 07:35:04,,,2017-08-29 07:35:07,,"61404386-a702-45e8-9b44-bd95cffd9494",0,,8.685.368,,"192.168.40.151","192.168.40.28",,1,IN,
8.652.305,1,26,,2017-08-29 08:18:44,,,2017-08-29 08:18:44,,"8ec333c1-f3b7-4bc2-9c18-fcf2b60d74f6",0,,8.685.497,8.652.304,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.652.341,1,26,,2017-08-29 08:26:50,,,2017-08-29 08:26:50,,"1f207ac0-fe81-45b4-ae94-6969e57c5e75",0,,8.685.539,8.652.340,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.652.461,5,13,,2017-08-29 08:45:58,,,2017-08-29 08:45:58,,,0,,8.685.669,,"192.168.40.150","192.168.40.28",,1,IN,
8.652.508,1,10,,2017-08-29 08:50:58,,,2017-08-29 08:50:59,,,0,,8.685.722,8.652.506,"192.168.40.11","192.168.40.28",,1,IN,
8.652.747,6,10,,2017-08-29 09:13:52,,,2017-08-29 09:13:53,,,0,,8.685.992,,"192.168.40.11","192.168.40.28",,1,IN,
8.652.818,1,26,,2017-08-29 09:18:01,,,2017-08-29 09:18:01,,c3f93f54-706b-49e6-af54-2094087469a9,0,,8.686.069,8.652.817,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.652.848,1,26,,2017-08-29 09:19:57,,,2017-08-29 09:19:58,,e2e013d3-e722-4907-a19f-e1a5da7b1496,0,,8.686.101,8.652.847,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.652.923,6,15,,2017-08-29 09:23:40,,,2017-08-29 09:23:40,,f3f72685-2d53-4270-85f0-25ccad42a2a0,0,,8.686.187,8.652.922,"192.168.40.11","192.168.40.28",,1,IN,
8.652.994,6,9,,2017-08-29 09:27:43,,,2017-08-29 09:27:43,,,0,,8.686.273,,"192.168.40.11","192.168.40.28",,1,IN,
8.653.024,1,26,,2017-08-29 09:28:53,,,2017-08-29 09:28:54,,ed4dcd98-e9d0-4591-9865-cbfdef7be810,0,,8.686.305,8.653.023,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.653.033,1,10,,2017-08-29 09:29:07,,,2017-08-29 09:29:08,,,0,,8.686.315,8.653.031,"192.168.40.11","192.168.40.28",,1,IN,
8.653.048,1,26,,2017-08-29 09:30:21,,,2017-08-29 09:30:21,,fd6ad092-6738-4a6b-abd2-af9492dae0c5,0,,8.686.332,8.653.047,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.653.075,5,15,,2017-08-29 09:31:41,,,2017-08-29 09:31:41,,,0,,8.686.362,,"192.168.40.150","192.168.40.28",,1,IN,
8.653.098,6,10,,2017-08-29 09:32:27,,,2017-08-29 09:32:27,,,0,,8.686.388,,"192.168.40.10","192.168.40.28",,1,IN,
8.653.129,6,9,,2017-08-29 09:33:54,,,2017-08-29 09:33:54,,,0,,8.686.421,,"192.168.40.10","192.168.40.28",,1,IN,
8.653.577,5,13,,2017-08-29 10:04:40,,,2017-08-29 10:04:40,,,0,,8.686.934,,"192.168.40.150","192.168.40.28",,1,IN,
8.653.659,23,46,,2017-08-29 10:06:43,,,2017-08-29 10:06:43,,MANARI|a9a03cdb-cd38-4000-a514-3f7b151ce544,0,,8.687.024,,"192.168.40.30","192.168.40.28",,1,IN,
8.653.666,23,46,,2017-08-29 10:06:44,,,2017-08-29 10:06:44,,MANARI|b9f506ad-ff0e-4f0a-8df4-9495d8110b29,0,,8.687.031,,"192.168.40.30","192.168.40.28",,1,IN,
8.653.944,1,42,,2017-08-29 10:20:02,,,2017-08-29 10:20:02,,SIR-6b11cd0f-bd3b-4182-b816-924716f8bbca,0,,8.687.351,,"192.168.40.11","192.168.40.28",,1,IN,
8.654.171,23,46,,2017-08-29 10:33:13,,,2017-08-29 10:33:13,,LER|af69166a-75cc-492a-b805-e635876c4a54,0,,8.687.607,,"192.168.40.29","192.168.40.28",,1,IN,
8.654.217,23,46,,2017-08-29 10:34:44,,,2017-08-29 10:34:44,,MANARI|471e093a-5131-4b7b-bb2f-3618c072ce6e,0,,8.687.656,,"192.168.40.30","192.168.40.28",,1,IN,
8.654.297,23,46,,2017-08-29 10:36:45,,,2017-08-29 10:36:45,,MANARI|fdc03e32-b302-466b-8f6a-fa9e7af6d7b9,0,,8.687.740,,"192.168.40.30","192.168.40.28",,1,IN,
8.654.596,6,10,,2017-08-29 10:53:12,,,2017-08-29 10:53:12,,,0,,8.688.081,,"192.168.40.10","192.168.40.28",,1,IN,
8.654.924,23,46,,2017-08-29 11:07:10,,,2017-08-29 11:07:10,,FRA|49159b2e-a477-4c15-b3bf-224c0fb242af,0,,8.688.455,,"192.168.40.29","192.168.40.28",,1,IN,
8.654.957,1,22,,2017-08-29 11:09:19,,,2017-08-29 11:09:19,,,0,,8.688.492,,"192.168.40.11","192.168.40.28",,1,IN,
8.655.027,1,67,,2017-08-29 11:13:18,,,2017-08-29 11:13:18,,"695ed44b-ba4b-4e1d-abfb-4a43a328998f",0,,8.688.576,8.655.026,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.655.413,1,26,,2017-08-29 11:37:39,,,2017-08-29 11:37:40,,"7e4a5473-ac72-487b-a014-6d07aa322ae4",0,,8.689.009,8.655.412,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.655.643,23,46,,2017-08-29 11:51:21,,,2017-08-29 11:51:21,,FRA|248aeab9-13a0-4001-b988-a24fb4843a18,0,,8.689.284,,"192.168.40.29","192.168.40.28",,1,IN,
8.655.652,1,25,,2017-08-29 11:51:31,,,2017-08-29 11:51:32,,"69197780-8d25-4391-91ca-4241bc575f11",0,,8.689.293,8.655.651,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.655.661,1,23,,2017-08-29 11:52:03,,,2017-08-29 11:52:04,,,0,,8.689.304,,"192.168.40.11","192.168.40.28",,1,IN,
8.655.689,1,10,,2017-08-29 11:53:47,,,2017-08-29 11:53:47,,,0,,8.689.335,8.655.687,"192.168.40.11","192.168.40.28",8.219.226,1,IN,
8.655.712,5,18,,2017-08-29 11:55:05,,,2017-08-29 11:55:08,,"61404386-a702-45e8-9b44-bd95cffd9494",0,,8.689.358,,"192.168.40.150","192.168.40.28",,1,IN,
8.655.797,1,27,,2017-08-29 11:59:49,,,2017-08-29 11:59:49,,f3f9ade6-5721-42de-8f2d-94e6baf6ee35,0,,8.689.459,8.655.795,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.655.905,1,22,,2017-08-29 12:05:35,,,2017-08-29 12:05:36,,,0,,8.689.577,,"192.168.40.11","192.168.40.28",,1,IN,
8.656.270,1,26,,2017-08-29 12:31:32,,,2017-08-29 12:31:33,,"53894f47-b4f1-4309-b594-1e4217ed0134",0,,8.690.002,8.656.269,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.656.286,1,43,,2017-08-29 12:33:21,,,2017-08-29 12:33:21,,"2de92096-14da-47c8-9ca3-dfbd0301a6ca",0,,8.690.022,8.656.285,"192.168.40.28",http://192.168.20.107/sirewebservices/services/ReversaliWS,,6,OUT,
8.656.478,1,26,,2017-08-29 12:49:48,,,2017-08-29 12:49:48,,fad0adfc-b14a-4a6a-a36a-8eff712f695d,0,,8.690.248,8.656.477,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.656.639,2,15,,2017-08-29 13:07:50,,,2017-08-29 13:07:50,,b50d9b58-5d98-4db1-9513-c2c103cb7dd6,0,,8.690.431,8.656.638,"192.168.40.10","192.168.40.28",,1,IN,
8.656.977,1,10,,2017-08-29 13:57:55,,,2017-08-29 13:57:55,,,0,,8.690.806,8.656.976,SPQR086,SPQR086,,1,IN,
8.657.001,5,12,,2017-08-29 14:00:00,,,2017-08-29 14:02:57,,e68a9d5c-c7db-4eca-b452-d4504fe6972d,0,,8.690.833,,"192.168.40.150","192.168.40.28",,1,IN,
8.657.019,23,46,,2017-08-29 14:00:04,,,2017-08-29 14:00:04,,MANARI|9bcc0983-b02b-4d43-bca6-92d01994f2fa,0,,8.690.851,,"192.168.40.30","192.168.40.28",,1,IN,
8.657.087,1,10,,2017-08-29 14:03:23,,,2017-08-29 14:03:24,,,0,,8.690.921,8.657.085,"192.168.40.151","192.168.40.28",,1,IN,
8.657.383,1,10,,2017-08-29 14:32:39,,,2017-08-29 14:32:39,,,0,,8.691.254,8.657.381,"192.168.40.11","192.168.40.28",,1,IN,
8.657.473,1,26,,2017-08-29 14:40:18,,,2017-08-29 14:40:18,,"908cc156-3b6a-487f-9b45-c27be0a2e0cd",0,,8.691.353,8.657.472,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.657.867,5,15,,2017-08-29 15:17:47,,,2017-08-29 15:17:49,,,0,,8.691.805,,"192.168.40.150","192.168.40.28",,1,IN,
8.658.043,1,25,,2017-08-29 15:30:48,,,2017-08-29 15:30:49,,e9309b06-aef0-425b-8aae-22252b1318e0,0,,8.691.999,8.658.042,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.658.143,6,10,,2017-08-29 15:40:26,,,2017-08-29 15:40:26,,,0,,8.692.106,,"192.168.40.10","192.168.40.28",,1,IN,
8.658.271,1,42,,2017-08-29 15:49:45,,,2017-08-29 15:49:46,,SIR-6391d8f9-b388-49fd-8a26-012784c068c3,0,,8.692.249,,"192.168.40.11","192.168.40.28",,1,IN,
8.658.419,1,43,,2017-08-29 16:02:27,,,2017-08-29 16:02:27,,e667d6f4-3aaa-44f7-9e3e-581651f8290a,0,,8.692.417,8.658.418,"192.168.40.28",http://192.168.20.107/sirewebservices/services/ReversaliWS,,6,OUT,
8.658.420,6,10,,2017-08-29 16:02:32,,,2017-08-29 16:02:32,,,0,,8.692.418,,"192.168.40.10","192.168.40.28",,1,IN,
8.658.502,1,23,,2017-08-29 16:09:27,,,2017-08-29 16:09:28,,d792ef5d-30b0-4f82-80fc-a8e5d5ae2b7a,0,,8.692.515,8.658.501,"192.168.40.151","192.168.40.28",,1,IN,
8.658.588,11,15,,2017-08-29 16:14:00,,,2017-08-29 16:14:00,,a9258a76-99ff-4c23-a610-9bf88245f395,0,,8.692.614,8.658.587,"192.168.2.131","192.168.40.28",,1,IN,
8.658.668,5,13,,2017-08-29 16:24:44,,,2017-08-29 16:24:44,,,0,,8.692.705,,"192.168.40.151","192.168.40.28",,1,IN,
8.658.801,1,26,,2017-08-29 16:39:48,,,2017-08-29 16:39:48,,"3da6a7ac-83d8-41f1-8b84-df281f6f5c1b",0,,8.692.855,8.658.800,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.658.803,5,13,,2017-08-29 16:39:52,,,2017-08-29 16:39:52,,,0,,8.692.858,,"192.168.40.151","192.168.40.28",,1,IN,
8.658.919,5,18,,2017-08-29 16:55:13,,,2017-08-29 16:55:16,,"898842aa-b7c5-42eb-aeb0-a2679c987dac",0,,8.692.995,,"192.168.40.151","192.168.40.28",,1,IN,
8.659.037,6,9,,2017-08-29 17:11:12,,,2017-08-29 17:11:13,,,0,,8.693.126,,"192.168.40.10","192.168.40.28",,1,IN,
8.659.135,1,10,,2017-08-29 17:19:42,,,2017-08-29 17:19:42,,,0,,8.693.233,8.659.133,"192.168.40.11","192.168.40.28",,1,IN,
8.659.302,2,15,,2017-08-29 17:38:02,,,2017-08-29 17:38:02,,d559f649-d769-4ac0-98ff-4f148459f981,0,,8.693.432,8.659.300,"192.168.40.10","192.168.40.28",,1,IN,
8.659.464,5,18,,2017-08-29 18:15:25,,,2017-08-29 18:15:29,,"2c2ec67e-ab09-4b39-b05d-4cb22cbe9ff0",0,,8.693.620,,"192.168.40.151","192.168.40.28",,1,IN,
8.659.549,5,13,,2017-08-29 18:33:39,,,2017-08-29 18:33:40,,,0,,8.693.714,,"192.168.40.151","192.168.40.28",,1,IN,
8.659.731,6,9,,2017-08-29 19:00:19,,,2017-08-29 19:00:19,,,0,,8.693.907,,"192.168.40.11","192.168.40.28",,1,IN,
8.659.862,6,9,,2017-08-29 19:50:25,,,2017-08-29 19:50:25,,,0,,8.694.058,,"192.168.40.11","192.168.40.28",,1,IN,
8.660.082,5,18,,2017-08-29 21:35:00,,,2017-08-29 21:35:04,,"5d171bb4-3911-4c70-9d95-d82136abb1f3",0,,8.694.301,,"192.168.40.151","192.168.40.28",,1,IN,
8.660.091,5,18,,2017-08-29 21:35:29,,,2017-08-29 21:35:32,,b866c999-2562-4025-a0cf-1faa1819805a,0,,8.694.310,,"192.168.40.151","192.168.40.28",,1,IN,
8.660.104,6,10,,2017-08-29 21:40:52,,,2017-08-29 21:40:52,,,0,,8.694.326,,"192.168.40.10","192.168.40.28",,1,IN,
8.660.200,1,26,,2017-08-29 22:31:30,,,2017-08-29 22:31:30,,"2a90e628-3f7a-4f93-9360-de7183720cdb",0,,8.694.434,8.660.199,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.660.224,6,16,,2017-08-29 22:46:37,31.965,0,2017-08-29 22:46:37,,"0",0,,,,,,,1,IN,
8.660.358,5,18,,2017-08-30 00:35:20,,,2017-08-30 00:35:23,,"39172e47-a09d-41a0-91be-d8385ec54872",0,,8.694.606,,"192.168.40.150","192.168.40.28",,1,IN,
8.660.394,5,18,,2017-08-30 01:35:07,,,2017-08-30 01:35:09,,"07b7359a-1cf3-4430-ace3-27b4de2c53c1",0,,8.694.641,,"192.168.40.151","192.168.40.28",,1,IN,
8.660.643,5,18,,2017-08-30 07:55:00,,,2017-08-30 07:55:04,,"5d171bb4-3911-4c70-9d95-d82136abb1f3",0,,8.694.892,,"192.168.40.151","192.168.40.28",,1,IN,
8.660.729,6,10,,2017-08-30 08:06:27,,,2017-08-30 08:06:28,,,0,,8.694.981,,"192.168.40.10","192.168.40.28",,1,IN,
8.660.848,1,23,,2017-08-30 08:43:26,,,2017-08-30 08:43:27,,,0,,8.695.113,,"192.168.40.11","192.168.40.28",,1,IN,
8.660.977,6,9,,2017-08-30 08:54:45,,,2017-08-30 08:54:45,,,0,,8.695.257,,"192.168.40.10","192.168.40.28",,1,IN,
8.661.003,6,9,,2017-08-30 08:55:42,,,2017-08-30 08:55:42,,,0,,8.695.285,,"192.168.40.11","192.168.40.28",,1,IN,
8.661.079,5,13,,2017-08-30 09:00:45,,,2017-08-30 09:00:45,,,0,,8.695.369,,"192.168.40.151","192.168.40.28",,1,IN,
8.661.279,6,21,,2017-08-30 09:21:20,,,2017-08-30 09:21:21,,PPA194833,0,,8.695.597,,"192.168.40.10","192.168.40.28",,1,IN,
8.661.293,1,26,,2017-08-30 09:21:45,,,2017-08-30 09:21:45,,b346d87c-478e-45ff-8a38-fc0623884851,0,,8.695.612,8.661.292,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.661.432,1,27,,2017-08-30 09:39:36,,,2017-08-30 09:39:36,,"8b3cd0a0-2935-4362-9f6d-050ca59344bd",0,,8.695.780,8.661.430,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
